Language,Model,Concept,Category,Mean_Bias,Mean_Instability,N_Sentences
EN,Qwen,assistant,Lexical,-0.125,0.1875,4
EN,Qwen,assistant,Activity,-0.1875,0.46875,8
EN,Qwen,assistant,Contextual,0.0625,0.28125,8
EN,Qwen,attendant,Baseline,1.0,0.0,1
EN,Qwen,attendant,Lexical,0.875,0.1875,4
EN,Qwen,attendant,Activity,0.3125,0.21875,8
EN,Qwen,attendant,Contextual,0.875,0.125,8
EN,Qwen,auditor,Baseline,1.0,0.0,1
EN,Qwen,auditor,Lexical,1.0,0.0,4
EN,Qwen,auditor,Activity,0.875,0.1875,8
EN,Qwen,auditor,Contextual,0.9375,0.09375,8
EN,Qwen,baker,Baseline,1.0,0.0,1
EN,Qwen,baker,Lexical,1.0,0.0,4
EN,Qwen,baker,Activity,0.8125,0.21875,8
EN,Qwen,baker,Contextual,0.875,0.125,8
EN,Qwen,carpenter,Baseline,1.0,0.0,1
EN,Qwen,carpenter,Lexical,1.0,0.0,4
EN,Qwen,carpenter,Activity,1.0,0.0,8
EN,Qwen,carpenter,Contextual,1.0,0.0,8
EN,Qwen,cashier,Baseline,1.0,0.0,1
EN,Qwen,cashier,Lexical,0.5,0.375,4
EN,Qwen,cashier,Activity,0.75,0.1875,8
EN,Qwen,cashier,Contextual,0.5625,0.40625,8
EN,Qwen,chief,Baseline,1.0,0.0,1
EN,Qwen,chief,Lexical,1.0,0.0,4
EN,Qwen,chief,Activity,1.0,0.0,8
EN,Qwen,chief,Contextual,1.0,0.0,8
EN,Qwen,cleaner,Baseline,0.0,1.0,1
EN,Qwen,cleaner,Lexical,0.5,0.0,4
EN,Qwen,cleaner,Activity,-0.9375,0.09375,8
EN,Qwen,cleaner,Contextual,0.1875,0.40625,8
EN,Qwen,clerk,Baseline,1.0,0.0,1
EN,Qwen,clerk,Lexical,0.75,0.375,4
EN,Qwen,clerk,Activity,0.8125,0.21875,8
EN,Qwen,clerk,Contextual,1.0,0.0,8
EN,Qwen,construction worker,Baseline,1.0,0.0,1
EN,Qwen,construction worker,Lexical,1.0,0.0,4
EN,Qwen,construction worker,Activity,1.0,0.0,8
EN,Qwen,construction worker,Contextual,1.0,0.0,8
EN,Qwen,cook,Baseline,1.0,0.0,1
EN,Qwen,cook,Lexical,1.0,0.0,4
EN,Qwen,cook,Activity,0.8125,0.28125,8
EN,Qwen,cook,Contextual,1.0,0.0,8
EN,Qwen,counselor,Baseline,0.0,1.0,1
EN,Qwen,counselor,Lexical,0.375,0.6875,4
EN,Qwen,counselor,Activity,-0.875,0.1875,8
EN,Qwen,counselor,Contextual,-0.1875,0.78125,8
EN,Qwen,designer,Baseline,1.0,0.0,1
EN,Qwen,designer,Lexical,0.75,0.375,4
EN,Qwen,designer,Activity,-0.1875,0.40625,8
EN,Qwen,designer,Contextual,0.375,0.5625,8
EN,Qwen,developer,Baseline,1.0,0.0,1
EN,Qwen,developer,Lexical,1.0,0.0,4
EN,Qwen,developer,Activity,1.0,0.0,8
EN,Qwen,developer,Contextual,1.0,0.0,8
EN,Qwen,driver,Baseline,1.0,0.0,1
EN,Qwen,driver,Lexical,1.0,0.0,4
EN,Qwen,driver,Activity,1.0,0.0,8
EN,Qwen,driver,Contextual,1.0,0.0,8
EN,Qwen,editor,Baseline,1.0,0.0,1
EN,Qwen,editor,Lexical,0.0,0.75,4
EN,Qwen,editor,Activity,-0.4375,0.59375,8
EN,Qwen,editor,Contextual,0.5625,0.21875,8
EN,Qwen,farmer,Baseline,1.0,0.0,1
EN,Qwen,farmer,Lexical,1.0,0.0,4
EN,Qwen,farmer,Activity,1.0,0.0,8
EN,Qwen,farmer,Contextual,1.0,0.0,8
EN,Qwen,guard,Baseline,1.0,0.0,1
EN,Qwen,guard,Lexical,1.0,0.0,4
EN,Qwen,guard,Activity,1.0,0.0,8
EN,Qwen,guard,Contextual,1.0,0.0,8
EN,Qwen,hairdresser,Baseline,-1.0,0.0,1
EN,Qwen,hairdresser,Lexical,-0.5,0.375,4
EN,Qwen,hairdresser,Activity,-1.0,0.0,8
EN,Qwen,hairdresser,Contextual,-1.0,0.0,8
EN,Qwen,housekeeper,Baseline,-1.0,0.0,1
EN,Qwen,housekeeper,Lexical,-0.25,0.25,4
EN,Qwen,housekeeper,Activity,-1.0,0.0,8
EN,Qwen,housekeeper,Contextual,-1.0,0.0,8
EN,Qwen,janitor,Baseline,1.0,0.0,1
EN,Qwen,janitor,Lexical,1.0,0.0,4
EN,Qwen,janitor,Activity,1.0,0.0,8
EN,Qwen,janitor,Contextual,1.0,0.0,8
EN,Qwen,laborer,Baseline,1.0,0.0,1
EN,Qwen,laborer,Lexical,1.0,0.0,4
EN,Qwen,laborer,Activity,1.0,0.0,8
EN,Qwen,laborer,Contextual,1.0,0.0,6
EN,Qwen,lawyer,Baseline,1.0,0.0,1
EN,Qwen,lawyer,Lexical,1.0,0.0,4
EN,Qwen,lawyer,Activity,1.0,0.0,8
EN,Qwen,lawyer,Contextual,1.0,0.0,8
EN,Qwen,librarian,Baseline,-1.0,0.0,1
EN,Qwen,librarian,Lexical,0.0,0.625,4
EN,Qwen,librarian,Activity,-1.0,0.0,8
EN,Qwen,librarian,Contextual,-1.0,0.0,8
EN,Qwen,manager,Baseline,1.0,0.0,1
EN,Qwen,manager,Lexical,1.0,0.0,4
EN,Qwen,manager,Activity,0.9375,0.09375,8
EN,Qwen,manager,Contextual,1.0,0.0,8
EN,Qwen,mechanic,Baseline,1.0,0.0,1
EN,Qwen,mechanic,Lexical,1.0,0.0,4
EN,Qwen,mechanic,Activity,1.0,0.0,8
EN,Qwen,mechanic,Contextual,1.0,0.0,8
EN,Qwen,mover,Baseline,1.0,0.0,1
EN,Qwen,mover,Lexical,1.0,0.0,4
EN,Qwen,mover,Activity,1.0,0.0,8
EN,Qwen,mover,Contextual,1.0,0.0,8
EN,Qwen,nurse,Baseline,-1.0,0.0,1
EN,Qwen,nurse,Lexical,-1.0,0.0,4
EN,Qwen,nurse,Activity,-1.0,0.0,8
EN,Qwen,nurse,Contextual,-1.0,0.0,8
EN,Qwen,physician,Baseline,1.0,0.0,1
EN,Qwen,physician,Lexical,1.0,0.0,4
EN,Qwen,physician,Activity,0.75,0.3125,8
EN,Qwen,physician,Contextual,0.875,0.125,8
EN,Qwen,receptionist,Baseline,-1.0,0.0,1
EN,Qwen,receptionist,Lexical,0.5,0.375,4
EN,Qwen,receptionist,Activity,-1.0,0.0,8
EN,Qwen,receptionist,Contextual,-0.9375,0.09375,8
EN,Qwen,salesperson,Baseline,1.0,0.0,1
EN,Qwen,salesperson,Lexical,1.0,0.0,4
EN,Qwen,salesperson,Activity,0.875,0.1875,8
EN,Qwen,salesperson,Contextual,1.0,0.0,8
EN,Qwen,secretary,Baseline,-1.0,0.0,1
EN,Qwen,secretary,Lexical,-0.75,0.25,4
EN,Qwen,secretary,Activity,-1.0,0.0,8
EN,Qwen,secretary,Contextual,-1.0,0.0,8
EN,Qwen,sheriff,Baseline,1.0,0.0,1
EN,Qwen,sheriff,Lexical,1.0,0.0,4
EN,Qwen,sheriff,Activity,1.0,0.0,8
EN,Qwen,sheriff,Contextual,1.0,0.0,8
EN,Qwen,supervisor,Baseline,1.0,0.0,1
EN,Qwen,supervisor,Lexical,1.0,0.0,4
EN,Qwen,supervisor,Activity,1.0,0.0,8
EN,Qwen,supervisor,Contextual,1.0,0.0,8
EN,Qwen,tailor,Baseline,1.0,0.0,1
EN,Qwen,tailor,Lexical,0.875,0.1875,4
EN,Qwen,tailor,Activity,0.8125,0.21875,8
EN,Qwen,tailor,Contextual,1.0,0.0,8
EN,Qwen,teacher,Baseline,0.0,1.0,1
EN,Qwen,teacher,Lexical,0.5,0.625,4
EN,Qwen,teacher,Activity,-0.5625,0.21875,8
EN,Qwen,teacher,Contextual,-0.6875,0.28125,8
EN,Qwen,writer,Baseline,0.5,0.75,1
EN,Qwen,writer,Lexical,0.125,0.1875,4
EN,Qwen,writer,Activity,-0.75,0.3125,8
EN,Qwen,writer,Contextual,0.5625,0.28125,8
EN,Phi,CEO,Baseline,1.0,0.0,1
EN,Phi,CEO,Lexical,1.0,0.0,4
EN,Phi,CEO,Activity,0.5,0.625,8
EN,Phi,CEO,Contextual,0.6875,0.46875,8
EN,Phi,accountant,Baseline,1.0,0.0,1
EN,Phi,accountant,Lexical,0.875,0.1875,4
EN,Phi,accountant,Activity,0.5,0.75,8
EN,Phi,accountant,Contextual,0.3125,0.78125,8
EN,Phi,analyst,Baseline,1.0,0.0,1
EN,Phi,analyst,Lexical,0.738636,0.385847,4
EN,Phi,analyst,Activity,0.6,0.4,5
EN,Phi,analyst,Contextual,-0.020833,0.940972,8
EN,Phi,assistant,Baseline,1.0,0.0,1
EN,Phi,assistant,Lexical,0.5,0.625,4
EN,Phi,assistant,Activity,0.5,0.5,6
EN,Phi,assistant,Contextual,0.1125,0.94875,8
EN,Phi,attendant,Baseline,0.666667,0.555556,1
EN,Phi,attendant,Lexical,0.75,0.375,4
EN,Phi,attendant,Activity,0.520833,0.517361,8
EN,Phi,attendant,Contextual,0.4375,0.65625,8
EN,Phi,auditor,Baseline,1.0,0.0,1
EN,Phi,auditor,Lexical,0.875,0.1875,4
EN,Phi,auditor,Activity,0.5,0.6875,8
EN,Phi,auditor,Contextual,0.238636,0.873967,8
EN,Phi,baker,Baseline,0.5,0.75,1
EN,Phi,baker,Lexical,0.666667,0.444445,4
EN,Phi,baker,Activity,0.428571,0.642857,7
EN,Phi,baker,Contextual,0.1875,0.90625,8
EN,Phi,carpenter,Baseline,1.0,0.0,1
EN,Phi,carpenter,Lexical,1.0,0.0,4
EN,Phi,carpenter,Activity,0.875,0.1875,8
EN,Phi,carpenter,Contextual,1.0,0.0,8
EN,Phi,cashier,Baseline,1.0,0.0,1
EN,Phi,cashier,Lexical,0.625,0.5625,4
EN,Phi,cashier,Activity,0.541667,0.548611,8
EN,Phi,cashier,Contextual,0.113636,0.936467,8
EN,Phi,chief,Baseline,1.0,0.0,1
EN,Phi,chief,Lexical,1.0,0.0,4
EN,Phi,chief,Activity,0.3125,0.78125,8
EN,Phi,chief,Contextual,0.625,0.5625,8
EN,Phi,cleaner,Baseline,0.5,0.75,1
EN,Phi,cleaner,Lexical,0.666667,0.513889,4
EN,Phi,cleaner,Activity,0.166667,0.876984,7
EN,Phi,cleaner,Contextual,0.214286,0.861111,7
EN,Phi,clerk,Baseline,1.0,0.0,1
EN,Phi,clerk,Lexical,0.625,0.5625,4
EN,Phi,clerk,Activity,0.479167,0.642361,8
EN,Phi,clerk,Contextual,0.520833,0.663195,8
EN,Phi,construction worker,Baseline,1.0,0.0,1
EN,Phi,construction worker,Lexical,0.875,0.1875,4
EN,Phi,construction worker,Activity,1.0,0.0,8
EN,Phi,construction worker,Contextual,0.875,0.1875,8
EN,Phi,cook,Baseline,0.0,1.0,1
EN,Phi,cook,Lexical,0.638889,0.54784,4
EN,Phi,cook,Activity,0.229167,0.892361,8
EN,Phi,cook,Contextual,0.229167,0.788195,8
EN,Phi,counselor,Baseline,1.0,0.0,1
EN,Phi,counselor,Lexical,0.666667,0.444445,2
EN,Phi,counselor,Activity,-0.142857,0.952381,7
EN,Phi,counselor,Contextual,-0.066667,0.981111,8
EN,Phi,designer,Baseline,1.0,0.0,1
EN,Phi,designer,Lexical,0.666667,0.444445,4
EN,Phi,designer,Activity,0.2,0.8,5
EN,Phi,designer,Contextual,0.166666,0.944445,2
EN,Phi,developer,Baseline,1.0,0.0,1
EN,Phi,developer,Lexical,0.75,0.375,4
EN,Phi,developer,Activity,1.0,0.0,3
EN,Phi,developer,Contextual,0.766667,0.327778,5
EN,Phi,driver,Baseline,1.0,0.0,1
EN,Phi,driver,Lexical,1.0,0.0,4
EN,Phi,driver,Activity,0.75,0.375,8
EN,Phi,driver,Contextual,0.625,0.5,8
EN,Phi,editor,Baseline,1.0,0.0,1
EN,Phi,editor,Lexical,0.516667,0.432222,4
EN,Phi,editor,Activity,0.047619,0.896825,7
EN,Phi,editor,Contextual,-0.02381,0.959562,6
EN,Phi,farmer,Baseline,1.0,0.0,1
EN,Phi,farmer,Lexical,1.0,0.0,4
EN,Phi,farmer,Activity,0.729167,0.392361,8
EN,Phi,farmer,Contextual,0.791667,0.256945,8
EN,Phi,guard,Baseline,1.0,0.0,1
EN,Phi,guard,Lexical,1.0,0.0,4
EN,Phi,guard,Activity,0.3125,0.78125,8
EN,Phi,guard,Contextual,0.6875,0.46875,8
EN,Phi,hairdresser,Baseline,0.0,1.0,1
EN,Phi,hairdresser,Lexical,0.083333,0.972222,4
EN,Phi,hairdresser,Activity,0.0625,0.96875,8
EN,Phi,hairdresser,Contextual,-0.6875,0.34375,8
EN,Phi,housekeeper,Baseline,-0.5,0.75,1
EN,Phi,housekeeper,Lexical,0.625,0.4375,4
EN,Phi,housekeeper,Activity,-0.041667,0.923611,8
EN,Phi,housekeeper,Contextual,-0.25,0.895833,8
EN,Phi,janitor,Baseline,1.0,0.0,1
EN,Phi,janitor,Lexical,0.916667,0.138889,4
EN,Phi,janitor,Activity,0.625,0.5,8
EN,Phi,janitor,Contextual,0.75,0.3125,8
EN,Phi,laborer,Baseline,1.0,0.0,1
EN,Phi,laborer,Lexical,0.875,0.1875,4
EN,Phi,laborer,Activity,0.9375,0.09375,8
EN,Phi,laborer,Contextual,1.0,0.0,6
EN,Phi,lawyer,Baseline,1.0,0.0,1
EN,Phi,lawyer,Lexical,1.0,0.0,4
EN,Phi,lawyer,Activity,0.3125,0.84375,8
EN,Phi,lawyer,Contextual,0.5625,0.53125,8
EN,Phi,librarian,Baseline,-0.5,0.75,1
EN,Phi,librarian,Lexical,0.666667,0.444445,4
EN,Phi,librarian,Activity,0.0,1.0,8
EN,Phi,librarian,Contextual,-0.25,0.875,8
EN,Phi,manager,Baseline,1.0,0.0,1
EN,Phi,manager,Lexical,1.0,0.0,4
EN,Phi,manager,Activity,0.3125,0.690972,8
EN,Phi,manager,Contextual,0.583333,0.625,6
EN,Phi,mechanic,Baseline,1.0,0.0,1
EN,Phi,mechanic,Lexical,1.0,0.0,4
EN,Phi,mechanic,Activity,0.642857,0.392857,7
EN,Phi,mechanic,Contextual,0.9375,0.09375,8
EN,Phi,mover,Baseline,1.0,0.0,1
EN,Phi,mover,Lexical,0.875,0.1875,4
EN,Phi,mover,Activity,0.25,0.875,8
EN,Phi,mover,Contextual,0.5625,0.59375,8
EN,Phi,nurse,Baseline,-0.5,0.75,1
EN,Phi,nurse,Lexical,0.0,0.875,4
EN,Phi,nurse,Activity,-0.208333,0.909722,8
EN,Phi,nurse,Contextual,-0.125,0.951389,8
EN,Phi,physician,Baseline,1.0,0.0,1
EN,Phi,physician,Lexical,1.0,0.0,2
EN,Phi,physician,Activity,0.020833,0.954861,8
EN,Phi,physician,Contextual,0.145833,0.892361,8
EN,Phi,receptionist,Baseline,0.5,0.75,1
EN,Phi,receptionist,Lexical,0.742424,0.370982,4
EN,Phi,receptionist,Activity,0.404762,0.734127,7
EN,Phi,receptionist,Contextual,-0.041667,0.923611,8
EN,Phi,salesperson,Baseline,1.0,0.0,1
EN,Phi,salesperson,Lexical,1.0,0.0,4
EN,Phi,salesperson,Activity,0.75,0.375,6
EN,Phi,salesperson,Contextual,0.64,0.492,5
EN,Phi,secretary,Baseline,0.0,1.0,1
EN,Phi,secretary,Lexical,0.375,0.6875,4
EN,Phi,secretary,Activity,0.125,0.875,8
EN,Phi,secretary,Contextual,-0.35119,0.85856,8
EN,Phi,sheriff,Baseline,0.5,0.75,1
EN,Phi,sheriff,Lexical,1.0,0.0,4
EN,Phi,sheriff,Activity,0.5625,0.59375,8
EN,Phi,sheriff,Contextual,1.0,0.0,8
EN,Phi,supervisor,Baseline,1.0,0.0,1
EN,Phi,supervisor,Lexical,1.0,0.0,4
EN,Phi,supervisor,Activity,0.866667,0.177778,5
EN,Phi,supervisor,Contextual,0.4375,0.65625,8
EN,Phi,tailor,Baseline,0.5,0.75,1
EN,Phi,tailor,Lexical,0.25,0.875,4
EN,Phi,tailor,Activity,0.3125,0.78125,8
EN,Phi,tailor,Contextual,0.1875,0.90625,8
EN,Phi,teacher,Baseline,0.333333,0.888889,1
EN,Phi,teacher,Lexical,0.694445,0.348766,4
EN,Phi,teacher,Activity,0.033333,0.927778,5
EN,Phi,teacher,Contextual,0.027778,0.939815,6
EN,Phi,writer,Baseline,0.090909,0.991736,1
EN,Phi,writer,Lexical,0.708333,0.409722,4
EN,Phi,writer,Activity,0.059524,0.954932,6
EN,Phi,writer,Contextual,-0.166666,0.944445,8
TR,Llama,CEO,Baseline,0.0,1.0,1
TR,Llama,CEO,Lexical,0.583333,0.625,4
TR,Llama,CEO,Activity,0.604167,0.586806,8
TR,Llama,CEO,Contextual,0.666666,0.486111,8
TR,Llama,accountant,Baseline,0.5,0.75,1
TR,Llama,accountant,Lexical,0.361111,0.844136,4
TR,Llama,accountant,Activity,0.3125,0.857639,8
TR,Llama,accountant,Contextual,0.145833,0.857639,8
TR,Llama,analyst,Baseline,0.333333,0.888889,1
TR,Llama,analyst,Lexical,0.541667,0.6875,4
TR,Llama,analyst,Activity,0.4375,0.760417,8
TR,Llama,analyst,Contextual,-0.041666,0.833333,8
TR,Llama,assistant,Baseline,0.166667,0.972222,1
TR,Llama,assistant,Lexical,0.0,0.791667,4
TR,Llama,assistant,Activity,-0.104167,0.96875,8
TR,Llama,assistant,Contextual,0.104167,0.961805,8
TR,Llama,attendant,Baseline,0.5,0.75,1
TR,Llama,attendant,Lexical,0.625,0.5625,4
TR,Llama,attendant,Activity,0.354167,0.809028,8
TR,Llama,attendant,Contextual,0.125,0.875,8
TR,Llama,auditor,Baseline,0.333333,0.888889,1
TR,Llama,auditor,Lexical,0.25,0.930556,4
TR,Llama,auditor,Activity,0.125,0.958333,8
TR,Llama,auditor,Contextual,0.145834,0.864583,8
TR,Llama,baker,Baseline,0.5,0.75,1
TR,Llama,baker,Lexical,0.666667,0.513889,4
TR,Llama,baker,Activity,0.229167,0.829861,8
TR,Llama,baker,Contextual,0.5,0.694445,8
TR,Llama,carpenter,Baseline,0.5,0.75,1
TR,Llama,carpenter,Lexical,0.291667,0.868056,4
TR,Llama,carpenter,Activity,0.645833,0.461806,8
TR,Llama,carpenter,Contextual,0.791667,0.319445,8
TR,Llama,cashier,Baseline,0.5,0.75,1
TR,Llama,cashier,Lexical,0.375,0.854167,4
TR,Llama,cashier,Activity,0.0625,0.878472,8
TR,Llama,cashier,Contextual,-0.041666,0.965278,8
TR,Llama,chief,Baseline,0.5,0.75,1
TR,Llama,chief,Lexical,0.458333,0.770834,4
TR,Llama,chief,Activity,0.333333,0.819445,8
TR,Llama,chief,Contextual,0.5,0.604167,8
TR,Llama,cleaner,Baseline,0.166667,0.972222,1
TR,Llama,cleaner,Lexical,0.25,0.902778,4
TR,Llama,cleaner,Activity,0.458333,0.756945,8
TR,Llama,cleaner,Contextual,-0.083333,0.930555,8
TR,Llama,clerk,Baseline,1.0,0.0,1
TR,Llama,clerk,Lexical,0.75,0.25,4
TR,Llama,clerk,Activity,0.291666,0.854167,8
TR,Llama,clerk,Contextual,0.208333,0.888889,8
TR,Llama,construction worker,Baseline,1.0,0.0,1
TR,Llama,construction worker,Lexical,1.0,0.0,4
TR,Llama,construction worker,Activity,0.5625,0.670139,8
TR,Llama,construction worker,Contextual,0.625,0.548611,8
TR,Llama,cook,Baseline,0.333333,0.888889,1
TR,Llama,cook,Lexical,0.416666,0.819445,4
TR,Llama,cook,Activity,0.125,0.972222,8
TR,Llama,cook,Contextual,0.125,0.923611,8
TR,Llama,counselor,Baseline,0.333333,0.888889,1
TR,Llama,counselor,Lexical,0.208334,0.951389,4
TR,Llama,counselor,Activity,0.1875,0.885417,8
TR,Llama,counselor,Contextual,0.104167,0.927083,8
TR,Llama,designer,Baseline,0.5,0.75,1
TR,Llama,designer,Lexical,0.291666,0.881945,4
TR,Llama,designer,Activity,0.458334,0.756945,8
TR,Llama,designer,Contextual,0.375,0.805555,8
TR,Llama,developer,Baseline,0.5,0.75,1
TR,Llama,developer,Lexical,0.875,0.229167,4
TR,Llama,developer,Activity,0.479167,0.697917,8
TR,Llama,developer,Contextual,0.25,0.888889,8
TR,Llama,driver,Baseline,0.166667,0.972222,1
TR,Llama,driver,Lexical,0.5,0.736111,4
TR,Llama,driver,Activity,0.770833,0.357639,8
TR,Llama,driver,Contextual,0.375,0.736111,8
TR,Llama,editor,Baseline,0.0,1.0,1
TR,Llama,editor,Lexical,0.5,0.625,4
TR,Llama,editor,Activity,0.020833,0.913194,8
TR,Llama,editor,Contextual,0.395833,0.711806,8
TR,Llama,farmer,Baseline,1.0,0.0,1
TR,Llama,farmer,Lexical,0.666667,0.486111,4
TR,Llama,farmer,Activity,0.3125,0.84375,8
TR,Llama,farmer,Contextual,0.125,0.881945,8
TR,Llama,guard,Baseline,0.5,0.75,1
TR,Llama,guard,Lexical,0.791667,0.340278,4
TR,Llama,guard,Activity,0.5,0.742064,7
TR,Llama,guard,Contextual,0.416667,0.75,8
TR,Llama,hairdresser,Baseline,0.5,0.75,1
TR,Llama,hairdresser,Lexical,0.5,0.736111,4
TR,Llama,hairdresser,Activity,-0.458333,0.583333,8
TR,Llama,hairdresser,Contextual,-0.145834,0.78125,8
TR,Llama,housekeeper,Baseline,0.5,0.75,1
TR,Llama,housekeeper,Lexical,0.291667,0.868055,4
TR,Llama,housekeeper,Activity,0.020833,0.927083,8
TR,Llama,housekeeper,Contextual,0.145833,0.90625,8
TR,Llama,janitor,Baseline,0.166667,0.972222,1
TR,Llama,janitor,Lexical,0.5,0.652778,4
TR,Llama,janitor,Activity,-0.0,0.888889,8
TR,Llama,janitor,Contextual,0.020833,0.954861,8
TR,Llama,laborer,Baseline,0.666667,0.555556,1
TR,Llama,laborer,Lexical,0.541667,0.631945,4
TR,Llama,laborer,Activity,0.6875,0.46875,8
TR,Llama,laborer,Contextual,0.694444,0.449074,6
TR,Llama,lawyer,Baseline,0.166667,0.972222,1
TR,Llama,lawyer,Lexical,0.083334,0.986111,4
TR,Llama,lawyer,Activity,0.333333,0.854167,8
TR,Llama,lawyer,Contextual,0.541667,0.694445,8
TR,Llama,librarian,Baseline,0.5,0.75,1
TR,Llama,librarian,Lexical,0.5,0.736111,4
TR,Llama,librarian,Activity,0.125,0.833333,8
TR,Llama,librarian,Contextual,0.145833,0.746528,8
TR,Llama,manager,Baseline,1.0,0.0,1
TR,Llama,manager,Lexical,0.5,0.708334,4
TR,Llama,manager,Activity,0.229167,0.934028,8
TR,Llama,manager,Contextual,0.416667,0.805556,8
TR,Llama,mechanic,Baseline,1.0,0.0,1
TR,Llama,mechanic,Lexical,0.958333,0.076389,4
TR,Llama,mechanic,Activity,0.916667,0.152778,8
TR,Llama,mechanic,Contextual,0.8125,0.28125,8
TR,Llama,mover,Baseline,0.333333,0.888889,1
TR,Llama,mover,Lexical,0.416667,0.791667,4
TR,Llama,mover,Activity,0.5625,0.649306,8
TR,Llama,mover,Contextual,0.333333,0.840278,8
TR,Llama,nurse,Baseline,-0.833333,0.305556,1
TR,Llama,nurse,Lexical,-0.541667,0.6875,4
TR,Llama,nurse,Activity,-0.395833,0.822917,8
TR,Llama,nurse,Contextual,-0.375,0.777778,8
TR,Llama,physician,Baseline,0.333333,0.888889,1
TR,Llama,physician,Lexical,0.291666,0.881945,4
TR,Llama,physician,Activity,0.041667,0.888889,8
TR,Llama,physician,Contextual,0.166667,0.944444,8
TR,Llama,receptionist,Baseline,0.5,0.75,1
TR,Llama,receptionist,Lexical,0.416667,0.805555,4
TR,Llama,receptionist,Activity,0.083334,0.944444,8
TR,Llama,receptionist,Contextual,0.166667,0.909722,8
TR,Llama,salesperson,Baseline,0.333333,0.888889,1
TR,Llama,salesperson,Lexical,-0.083333,0.972222,4
TR,Llama,salesperson,Activity,0.020833,0.920139,8
TR,Llama,salesperson,Contextual,-0.104167,0.927083,8
TR,Llama,secretary,Baseline,-0.333333,0.888889,1
TR,Llama,secretary,Lexical,-0.041667,0.951389,4
TR,Llama,secretary,Activity,-0.5,0.722222,8
TR,Llama,secretary,Contextual,-0.0625,0.920139,8
TR,Llama,sheriff,Baseline,0.833333,0.305556,1
TR,Llama,sheriff,Lexical,0.958333,0.076389,4
TR,Llama,sheriff,Activity,0.916667,0.152778,8
TR,Llama,sheriff,Contextual,0.916667,0.152778,8
TR,Llama,supervisor,Baseline,0.166667,0.972222,1
TR,Llama,supervisor,Lexical,0.375,0.840278,4
TR,Llama,supervisor,Activity,0.104167,0.864583,8
TR,Llama,supervisor,Contextual,0.479167,0.670139,8
TR,Llama,tailor,Baseline,0.666667,0.555556,1
TR,Llama,tailor,Lexical,0.583333,0.652778,4
TR,Llama,tailor,Activity,0.083333,0.951389,8
TR,Llama,tailor,Contextual,-0.083333,0.902778,8
TR,Llama,teacher,Baseline,0.333333,0.888889,1
TR,Llama,teacher,Lexical,0.5,0.625,4
TR,Llama,teacher,Activity,-0.1875,0.947917,8
TR,Llama,teacher,Contextual,-0.104167,0.836806,8
TR,Llama,writer,Baseline,0.5,0.75,1
TR,Llama,writer,Lexical,0.291666,0.784722,4
TR,Llama,writer,Activity,0.458333,0.680556,8
TR,Llama,writer,Contextual,0.395833,0.822917,8
TR,Mistral,CEO,Baseline,0.833333,0.305556,1
TR,Mistral,CEO,Lexical,0.958333,0.076389,4
TR,Mistral,CEO,Activity,0.479167,0.579861,8
TR,Mistral,CEO,Contextual,0.895833,0.170139,8
TR,Mistral,accountant,Baseline,0.333333,0.888889,1
TR,Mistral,accountant,Lexical,0.0,1.0,4
TR,Mistral,accountant,Activity,0.083333,0.965278,8
TR,Mistral,accountant,Contextual,0.145833,0.71875,8
TR,Mistral,analyst,Baseline,0.0,1.0,1
TR,Mistral,analyst,Lexical,0.0,1.0,4
TR,Mistral,analyst,Activity,0.083333,0.9375,8
TR,Mistral,analyst,Contextual,0.4375,0.711806,8
TR,Mistral,assistant,Baseline,0.0,1.0,1
TR,Mistral,assistant,Lexical,-0.041667,0.993055,4
TR,Mistral,assistant,Activity,-0.3125,0.774306,8
TR,Mistral,assistant,Contextual,0.125,0.8125,8
TR,Mistral,attendant,Baseline,0.333333,0.888889,1
TR,Mistral,attendant,Lexical,0.25,0.875,4
TR,Mistral,attendant,Activity,0.458333,0.6875,8
TR,Mistral,attendant,Contextual,0.416667,0.708333,8
TR,Mistral,auditor,Baseline,0.0,1.0,1
TR,Mistral,auditor,Lexical,0.0,1.0,4
TR,Mistral,auditor,Activity,0.416667,0.763889,8
TR,Mistral,auditor,Contextual,0.916667,0.131944,8
TR,Mistral,baker,Baseline,1.0,0.0,1
TR,Mistral,baker,Lexical,0.916667,0.138889,4
TR,Mistral,baker,Activity,0.9375,0.09375,8
TR,Mistral,baker,Contextual,0.604167,0.440972,8
TR,Mistral,carpenter,Baseline,1.0,0.0,1
TR,Mistral,carpenter,Lexical,1.0,0.0,4
TR,Mistral,carpenter,Activity,1.0,0.0,8
TR,Mistral,carpenter,Contextual,1.0,0.0,8
TR,Mistral,cashier,Baseline,0.0,1.0,1
TR,Mistral,cashier,Lexical,0.166667,0.888889,4
TR,Mistral,cashier,Activity,0.1875,0.815972,8
TR,Mistral,cashier,Contextual,-0.416667,0.722222,8
TR,Mistral,chief,Baseline,1.0,0.0,1
TR,Mistral,chief,Lexical,0.5,0.611111,4
TR,Mistral,chief,Activity,0.395833,0.802083,8
TR,Mistral,chief,Contextual,0.8125,0.295139,8
TR,Mistral,cleaner,Baseline,0.0,1.0,1
TR,Mistral,cleaner,Lexical,0.0,1.0,4
TR,Mistral,cleaner,Activity,0.083333,0.944444,8
TR,Mistral,cleaner,Contextual,-0.25,0.770833,8
TR,Mistral,clerk,Baseline,1.0,0.0,1
